"namespace","name","table","count","colnames"
"pathogen-genomic-surveillance","COVID-19","sample",68,"sample_id, accession, aligned_bam, aligned_bam_flagstat, aligned_bam_idx, aligned_only_reads_bam, aligned_only_reads_bam_idx, aligned_only_reads_fastqc, aligned_only_reads_fastqc_zip, aligned_trimmed_bam, assembly_length, assembly_length_unambiguous, assembly_preimpute_length, assembly_preimpute_length_unambiguous, bases_aligned, biosample_accession, cleaned_bam, cleaned_fastqc, contigs_fasta, coverage_plot, depletion_read_count_post, depletion_read_count_pre, filter_read_count_post, final_assembly_fasta, intermediate_gapfill_fasta, intermediate_scaffold_fasta, ivar_version, krakenuniq_aggregate_taxlevel_summary, krakenuniq_classified_reads, krakenuniq_summary_reports, krona_report_html, library_id, mean_coverage, read_pairs_aligned, reads_aligned, reads_provided, refine1_assembly_fasta, refine1_sites_vcf_gz, refine2_sites_vcf_gz, refined_assembly_fasta, run_date, sample_collected_by, sample_collection_date, sample_geo_loc, sample_strain, scaffold_fasta, scaffolding_alt_contigs, scaffolding_chosen_ref, scaffolding_chosen_ref_name, scaffolding_stats, sequencing_center, sequencing_platform, sequencing_platform_model, sites_vcf_gz, sra_metadata, srr_ubam, subsampBam, subsample_read_count, taxfilt_bam, taxfilt_fastqc, viralngs_version"
"pathogen-genomic-surveillance","COVID-19","sample_set",4,"sample_set_id, ancestral_sequences_fasta, augur_aligned_fasta, auspice_input_json, branch_lengths, combined_assembly_fasta, json_aa_muts, json_nt_muts, raw_tree, refined_tree, samples"
"broad-firecloud-dsde","COVID-19-cross-tissue-analysis","dataset",39,"dataset_id, cell_count, h5ad_filepath, number_cell_types, patient_count"
"pathogen-genomic-surveillance","COVID-19_Broad_Viral_NGS","nextstrain_data",9,"nextstrain_data_id, gs_file_path"
"pathogen-genomic-surveillance","COVID-19_Broad_Viral_NGS","sample",2579,"sample_id, cleaned_bam"
"pathogen-genomic-surveillance","COVID-19_Broad_Viral_NGS","sample_set",1925,"sample_set_id, align_to_ref_merged_aligned_trimmed_only_bam, align_to_ref_merged_bases_aligned, align_to_ref_merged_coverage_plot, align_to_ref_merged_coverage_tsv, align_to_ref_merged_mean_coverage, align_to_ref_merged_read_pairs_aligned, align_to_ref_merged_reads_aligned, align_to_ref_multiqc_report, align_to_ref_per_input_aligned_flagstat, align_to_ref_per_input_fastqc, align_to_ref_per_input_reads_aligned, align_to_ref_per_input_reads_provided, align_to_ref_variants_vcf_gz, align_to_ref_viral_core_version, align_to_self_merged_aligned_only_bam, align_to_self_merged_bases_aligned, align_to_self_merged_coverage_plot, align_to_self_merged_coverage_tsv, align_to_self_merged_mean_coverage, align_to_self_merged_read_pairs_aligned, align_to_self_merged_reads_aligned, assembly_fasta, assembly_length, assembly_length_unambiguous, assembly_mean_coverage, dist_to_ref_indels, dist_to_ref_snps, ivar_version, num_libraries, num_read_groups, reference_genome_length, replicate_concordant_sites, replicate_discordant_indels, replicate_discordant_snps, replicate_discordant_vcf, samples, viral_assemble_version"
"pathogen-genomic-surveillance","COVID-19_Broad_Viral_NGS","sample_set_set",3,"sample_set_set_id, sample_sets"
"kco-incubator","COVID-19_cross_tissue_analysis","dataset",39,"dataset_id, cell_count, h5ad_file_path, number_cell_types, patient_count"
"broad-firecloud-tcga","CPTAC_BRCA_OpenAccess_V1_DRAFT","participant",108,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","CPTAC_BRCA_OpenAccess_V1_DRAFT","sample",108,"sample_id, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__illuminahiseq_dnaseqc__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id, transcriptome__agilentg4502a_07_3__unc_edu__Level_3__unc_lowess_normalization_gene_level__data"
"broad-firecloud-tcga","CPTAC_BRCA_OpenAccess_V1_DRAFT","sample_set",77,"sample_set_id, Biospecimen_114, Biospecimen_115, Biospecimen_116, Phosphoproteome_CDAP_itraq_phosphopeptide_relative_quantitation_report, Phosphoproteome_CDAP_itraq_phosphosite_relative_quantitation_report, Phosphoproteome_CDAP_peptide_summary_report, Phosphoproteome_CDAP_protein_summary_report, Phosphoproteome_CDAP_PSM, Proteome_CDAP_itraq_relative_quantitation_report, Proteome_CDAP_peptide_summary_report, Proteome_CDAP_protein_summary_report, Proteome_CDAP_PSM, samples"
"broad-firecloud-tcga","CPTAC_Colorectal_OpenAccess_V1_DRAFT","participant",90,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","CPTAC_Colorectal_OpenAccess_V1_DRAFT","sample",90,"sample_id, clin__bio__intgen_org__Level_1__auxiliary__clin, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__auxiliary__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__illuminahiseq_dnaseqc__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminaga_rnaseq__unc_edu__Level_3__coverage__data, rnaseq__illuminaga_rnaseq__unc_edu__Level_3__exon_expression__data, rnaseq__illuminaga_rnaseq__unc_edu__Level_3__gene_expression__data, rnaseq__illuminaga_rnaseq__unc_edu__Level_3__splice_junction_expression__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminaga_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id, transcriptome__agilentg4502a_07_3__unc_edu__Level_3__unc_lowess_normalization_gene_level__data"
"broad-firecloud-tcga","CPTAC_Colorectal_OpenAccess_V1_DRAFT","sample_set",96,"sample_set_id, Proteome_CDAP_LFW_relative_quantitation_by_PPAI_report, Proteome_CDAP_LFW_relative_quantitation_by_SC_report, Proteome_CDAP_peptide_summary_report, Proteome_CDAP_protein_summary_report, Proteome_CDAP_PSM, samples"
"broad-firecloud-tcga","CPTAC_OV_OpenAccess_V1_DRAFT","participant",175,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","CPTAC_OV_OpenAccess_V1_DRAFT","sample",175,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__cgh_1x1m_g4447a__mskcc_org__Level_3__segmentation_data_computation__seg, cna__hg_cgh_244a__hms_harvard_edu__Level_3__segmentation__seg, cna__hg_cgh_415k_g4124a__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirna__h_mirna_8x15kv2__unc_edu__Level_3__unc_DWD_Batch_adjusted__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, snp__human1mduo__hudsonalpha_org__Level_3__segmented_cna__seg, snp__human1mduo__hudsonalpha_org__Level_3__segmented_loh__seg, tcga_sample_id, transcriptome__agilentg4502a_07_3__unc_edu__Level_3__unc_lowess_normalization_gene_level__data, transcriptome__ht_hg_u133a__broad_mit_edu__Level_3__gene_rma__data"
"broad-firecloud-tcga","CPTAC_OV_OpenAccess_V1_DRAFT","sample_set",143,"sample_set_id, Biospecimen_114, Biospecimen_115, Biospecimen_116, Biospecimen_117, Glycoproteome_CDAP_itraq_glycopeptide_relative_quantitation_report, Glycoproteome_CDAP_itraq_glycosite_relative_quantitation_report, Glycoproteome_CDAP_peptide_summary_report, Glycoproteome_CDAP_protein_summary_report, Glycoproteome_CDAP_PSM, Phosphoproteome_CDAP_itraq_phosphopeptide_relative_quantitation_report, Phosphoproteome_CDAP_itraq_phosphosite_relative_quantitation_report, Phosphoproteome_CDAP_peptide_summary_report, Phosphoproteome_CDAP_protein_summary_report, Phosphoproteome_CDAP_PSM, Proteome_CDAP_itraq_relative_quantitation_report, Proteome_CDAP_peptide_summary_report, Proteome_CDAP_protein_summary_report, Proteome_CDAP_PSM, samples"
"help-terra","CellBender","sample",2,"sample_id, File_format, Input_file"
"help-terra","CellBender","sample_set",2,"sample_set_id, cell_barcodes_csv, checkpoint_file, h5_array, html_report_array, log, metrics_csv_array, output_directory, raw_umi_histogram_pdf, samples, summary_pdf"
"clara-terra","Clara-Parabricks","pair",1,"pair_id, case_sample, control_sample, MuTect2_TBI, MuTect2_VCF_GZ, participant"
"clara-terra","Clara-Parabricks","participant",1,"participant_id"
"clara-terra","Clara-Parabricks","sample",5,"sample_id, BAI, BAM, BQSR, DeepVariant_VCF, FASTQ_1, FASTQ_2, HaplotypeCaller_VCF"
"clara-terra","Clara-Parabricks","sample_set",4,"sample_set_id, samples"
"kco-tech","Cumulus","sample",1,"sample_id, Analysis_input_csv, Analysis_output_directory, Cellranger_input_csv, Cellranger_output_directory, Flowcell"
"terra-outreach","DEMO-Working-with-gnomAD","chr_callset",24,"chr_callset_id, hgdp_1kg_subset_vcf, hgdp_1kg_subset_vcf_index, intervals, sites_validation, sites_vcf, sites_vcf_index"
"aryee-lab","DNA-methylation-preprocessing","participant",17,"participant_id, bs_fastq1, bs_fastq2, target_region"
"aryee-lab","DNA-methylation-preprocessing","participant_set",6,"participant_set_id, participants"
"warp-pipelines","DRAGEN-GATK-Whole-Genome-Germline-Pipeline","read_group",24,"read_group_id, flowcell_unmapped_bams_list, sample"
"warp-pipelines","DRAGEN-GATK-Whole-Genome-Germline-Pipeline","read_group_set",1,"read_group_set_id, agg_alignment_summary_metrics, agg_bait_bias_detail_metrics, agg_bait_bias_summary_metrics, agg_error_summary_metrics, agg_gc_bias_detail_metrics, agg_gc_bias_pdf, agg_gc_bias_summary_metrics, agg_insert_size_histogram_pdf, agg_insert_size_metrics, agg_pre_adapter_detail_metrics, agg_pre_adapter_summary_metrics, agg_quality_distribution_metrics, agg_quality_distribution_pdf, calculate_read_group_checksum_md5, contamination, cross_check_fingerprints_metrics, duplicate_metrics, fingerprint_detail_metrics, fingerprint_summary_metrics, gvcf_detail_metrics, gvcf_summary_metrics, output_bam, output_bam_index, output_bqsr_reports, output_cram, output_cram_index, output_cram_md5, output_vcf, output_vcf_index, quality_yield_metrics, raw_wgs_metrics, read_group_alignment_summary_metrics, read_group_gc_bias_detail_metrics, read_group_gc_bias_pdf, read_group_gc_bias_summary_metrics, read_groups, selfSM, unsorted_read_group_base_distribution_by_cycle_metrics, unsorted_read_group_base_distribution_by_cycle_pdf, unsorted_read_group_insert_size_histogram_pdf, unsorted_read_group_insert_size_metrics, unsorted_read_group_quality_by_cycle_metrics, unsorted_read_group_quality_by_cycle_pdf, unsorted_read_group_quality_distribution_metrics, unsorted_read_group_quality_distribution_pdf, validate_cram_file_report, wgs_metrics"
"darwins-ark","Darwins Ark - Data Release 2022","participant",2155,"participant_id, birth_date, environ, flagged_deceased_date, origin, owner_breed, purebred, region, regseq_breed, sample, sex, size, sterilized"
"darwins-ark","Darwins Ark - Data Release 2022","sample",2155,"sample_id, data_type, participant"
"help-terra","Documentation-Best-Practices_template","BigQuery_table",2,"BigQuery_table_id, dataset_name, table_name"
"encode-tutorial","ENCODE-Tutorial-May-2019","donor",2,"donor_id, age, age_units, health_status, more_info, sex"
"encode-tutorial","ENCODE-Tutorial-May-2019","donor_set",1,"donor_set_id, donors"
"encode-tutorial","ENCODE-Tutorial-May-2019","file",3,"file_id, assay_type, biosample_term_id, biosample_type, biosamples, cell_type, data_quality_category, data_source, data_type, date_file_created, derived_from_exp, derived_from_ref, dna_library_ids, donor_ids, experiments, file_available_in_gcs, file_format, file_format_subtype, file_gs_path, file_index_gs_path, file_size_mb, labs_generating_data, md5sum, more_info, paired_end_sequencing, pbs_bed, pbs_qc, percent_aligned_reads, percent_duplicated_reads, read_count, read_length, reference_genome_assembly, replicate_ids, target_of_assay"
"encode-tutorial","ENCODE-Tutorial-May-2019","file_set",2,"file_set_id, files"
"encode-tutorial","ENCODE-Tutorial-May-2020","donor",2,"donor_id, age, age_units, health_status, more_info, sex"
"encode-tutorial","ENCODE-Tutorial-May-2020","donor_set",1,"donor_set_id, donors"
"encode-tutorial","ENCODE-Tutorial-May-2020","file",3,"file_id, assay_type, biosample_term_id, biosample_type, biosamples, cell_type, data_quality_category, data_source, data_type, date_file_created, derived_from_exp, derived_from_ref, dna_library_ids, donor_ids, experiments, file_available_in_gcs, file_format, file_format_subtype, file_gs_path, file_index_gs_path, file_size_mb, labs_generating_data, md5sum, more_info, paired_end_sequencing, pbs_bed, pbs_qc, percent_aligned_reads, percent_duplicated_reads, read_count, read_length, reference_genome_assembly, replicate_ids, target_of_assay"
"encode-tutorial","ENCODE-Tutorial-May-2020","file_set",1,"file_set_id, files"
"warp-pipelines","Exome-Analysis-Pipeline","read_group",2,"read_group_id, flowcell_unmapped_bams, sample"
"warp-pipelines","Exome-Analysis-Pipeline","read_group_set",1,"read_group_set_id, agg_alignment_summary_metrics, agg_bait_bias_detail_metrics, agg_bait_bias_summary_metrics, agg_error_summary_metrics, agg_insert_size_histogram_pdf, agg_insert_size_metrics, agg_pre_adapter_detail_metrics, agg_pre_adapter_summary_metrics, agg_quality_distribution_metrics, agg_quality_distribution_pdf, calculate_read_group_checksum_md5, contamination, cross_check_fingerprints_metrics, duplicate_metrics, fingerprint_detail_metrics, fingerprint_summary_metrics, gvcf_detail_metrics, gvcf_summary_metrics, hybrid_selection_metrics, output_bam, output_bam_index, output_bqsr_reports, output_cram, output_cram_index, output_cram_md5, output_vcf, output_vcf_index, quality_yield_metrics, read_group_alignment_summary_metrics, read_groups, selfSM, unsorted_read_group_base_distribution_by_cycle_metrics, unsorted_read_group_base_distribution_by_cycle_pdf, unsorted_read_group_insert_size_histogram_pdf, unsorted_read_group_insert_size_metrics, unsorted_read_group_quality_by_cycle_metrics, unsorted_read_group_quality_by_cycle_pdf, unsorted_read_group_quality_distribution_metrics, unsorted_read_group_quality_distribution_pdf, validate_cram_file_report"
"warp-pipelines","Exome-Analysis-Pipeline","sample",51,"sample_id, gvcf_path"
"warp-pipelines","Exome-Analysis-Pipeline","sample_set",1,"sample_set_id, crosscheck_fingerprint_check, detail_metrics_file, output_intervals, output_vcf_indices, output_vcfs, sample_map, samples, summary_metrics_file"
"help-gatk","Exome-Analysis-Pipeline","participant",1,"participant_id"
"help-gatk","Exome-Analysis-Pipeline","sample",1,"sample_id, participant, unmapped_bam"
"broad-firecloud-dsde-methods","FunctionalEquivalence","sample",3,"sample_id, confidence_intervals, dataset, dragen_34_vcf, dragen_34_vcf_index, dragen_gatk_vcf, dragen_gatk_vcf_index, gatk3_vcf, gatk3_vcf_index, gatk4_vcf, gatk4_vcf_index, truth_vcf, truth_vcf_index"
"broad-firecloud-dsde-methods","FunctionalEquivalence","sample_set",1,"sample_set_id, dragen_gatk_html_report, f1_plots, f1_summary, fe_plots, fe_summary, merged_f1_plots, merged_fe_plots, merged_roc_plots, roc_plots, samples"
"help-gatk","GATK For Microbes","sample",1,"sample_id, bamout_bam, filtered_vcf, filtered_vcf_idx, final_vcf, final_vcf_index, gatk_concordance_summary_files, input_bam, input_bam_index, organism, rocplot, shifted_back_bamout_bam, shifted_bamout_bam, shifted_intervals, shifted_ref_amb, shifted_ref_ann, shifted_ref_bwt, shifted_ref_dict, shifted_ref_fasta, shifted_ref_fasta_index, shifted_ref_pac, shifted_ref_sa, stats, unmapped_bam, unshifted_intervals, weighted_roc_files"
"help-gatk","GATK-Structural-Variants-Single-Sample","participant",1,"participant_id"
"help-gatk","GATK-Structural-Variants-Single-Sample","sample",1,"sample_id, bam_or_cram_file, bam_or_cram_index, final_bed, final_vcf, final_vcf_idx, metrics_file, non_genotyped_unique_depth_calls, non_genotyped_unique_depth_calls_idx, participant, ploidy_matrix, ploidy_plots, pre_cleanup_vcf, pre_cleanup_vcf_idx, qc_file, requester_pays_cram"
